date,year,city,region,pm25,pm10,aqi,season,festival_flag,dominant_cause,synthetic_annual_pm25,pm25_adjusted_real,pm10_adjusted_real,real_data_anchor
2025-05-10,2025,Noida,Sector 62,141.7,257.9,268,Pre-monsoon,0,Vehicular emissions,122.08301369863014,106.8,194.4,1
2025-05-11,2025,Noida,Sector 62,98.6,217.8,172,Pre-monsoon,0,Dust + construction,122.08301369863014,74.3,164.1,1
2025-05-12,2025,Noida,Sector 62,70.8,135.1,155,Pre-monsoon,0,Vehicular emissions,122.08301369863014,53.4,101.9,1
2025-05-13,2025,Noida,Sector 62,92.2,174.3,110,Pre-monsoon,0,Vehicular emissions,122.08301369863014,69.5,131.4,1
2025-05-14,2025,Noida,Sector 62,106.0,250.0,114,Pre-monsoon,0,Dust + construction,122.08301369863014,79.9,188.4,1
2025-05-15,2025,Noida,Sector 62,144.8,308.9,234,Pre-monsoon,0,Vehicular emissions,122.08301369863014,109.1,232.7,1
2025-05-16,2025,Noida,Sector 62,111.8,243.6,143,Pre-monsoon,0,Vehicular emissions,122.08301369863014,84.3,183.7,1
2025-05-17,2025,Noida,Sector 62,145.3,314.1,214,Pre-monsoon,0,Vehicular emissions,122.08301369863014,109.5,236.7,1
2025-05-18,2025,Noida,Sector 62,57.9,116.9,66,Pre-monsoon,0,Vehicular emissions,122.08301369863014,43.6,88.0,1
2025-05-19,2025,Noida,Sector 62,117.4,241.5,188,Pre-monsoon,0,Vehicular emissions,122.08301369863014,88.5,182.1,1
2025-05-20,2025,Noida,Sector 62,152.0,360.1,227,Pre-monsoon,0,Dust + construction,122.08301369863014,114.5,271.3,1
2025-05-21,2025,Noida,Sector 62,121.3,271.5,214,Pre-monsoon,0,Dust + construction,122.08301369863014,91.4,204.6,1
2025-05-22,2025,Noida,Sector 62,109.9,260.7,190,Pre-monsoon,0,Dust + construction,122.08301369863014,82.8,196.4,1
2025-05-23,2025,Noida,Sector 62,87.6,200.7,184,Pre-monsoon,0,Dust + construction,122.08301369863014,66.0,151.2,1
2025-05-24,2025,Noida,Sector 62,128.3,274.6,246,Pre-monsoon,0,Vehicular emissions,122.08301369863014,96.7,207.0,1
2025-05-25,2025,Noida,Sector 62,140.8,311.0,220,Pre-monsoon,0,Dust + construction,122.08301369863014,106.1,234.4,1
2025-05-26,2025,Noida,Sector 62,159.8,343.9,267,Pre-monsoon,0,Vehicular emissions,122.08301369863014,120.4,259.1,1
2025-05-27,2025,Noida,Sector 62,116.5,271.2,198,Pre-monsoon,0,Dust + construction,122.08301369863014,87.8,204.4,1
2025-05-28,2025,Noida,Sector 62,87.5,208.8,173,Pre-monsoon,0,Dust + construction,122.08301369863014,65.9,157.3,1
2025-05-29,2025,Noida,Sector 62,92.7,213.3,197,Pre-monsoon,0,Dust + construction,122.08301369863014,69.9,160.8,1
2025-05-30,2025,Noida,Sector 62,78.0,175.6,174,Pre-monsoon,0,Dust + construction,122.08301369863014,58.8,132.4,1
2025-05-31,2025,Noida,Sector 62,99.1,198.2,135,Pre-monsoon,0,Vehicular emissions,122.08301369863014,74.7,149.4,1
2025-06-01,2025,Noida,Sector 62,20.0,43.1,66,Monsoon,0,Vehicular emissions,122.08301369863014,15.1,32.5,1
2025-06-02,2025,Noida,Sector 62,41.9,96.8,53,Monsoon,0,Dust + construction,122.08301369863014,31.6,73.0,1
2025-06-03,2025,Noida,Sector 62,26.4,56.4,83,Monsoon,0,Vehicular emissions,122.08301369863014,19.9,42.5,1
2025-06-04,2025,Noida,Sector 62,96.5,221.0,130,Monsoon,0,Dust + construction,122.08301369863014,72.7,166.5,1
2025-06-05,2025,Noida,Sector 62,107.8,244.0,159,Monsoon,0,Dust + construction,122.08301369863014,81.2,183.8,1
2025-06-06,2025,Noida,Sector 62,34.9,82.5,95,Monsoon,0,Dust + construction,122.08301369863014,26.3,62.2,1
2025-06-07,2025,Noida,Sector 62,66.2,149.3,196,Monsoon,0,Dust + construction,122.08301369863014,49.9,112.5,1
2025-06-08,2025,Noida,Sector 62,43.4,93.3,61,Monsoon,0,Vehicular emissions,122.08301369863014,32.7,70.3,1
2025-06-09,2025,Noida,Sector 62,53.3,107.2,68,Monsoon,0,Vehicular emissions,122.08301369863014,40.2,80.9,1
2025-06-10,2025,Noida,Sector 62,83.9,195.3,172,Monsoon,0,Dust + construction,122.08301369863014,63.2,147.1,1
2025-06-11,2025,Noida,Sector 62,93.5,199.5,115,Monsoon,0,Vehicular emissions,122.08301369863014,70.5,150.4,1
2025-06-12,2025,Noida,Sector 62,63.8,144.4,187,Monsoon,0,Dust + construction,122.08301369863014,48.1,108.9,1
2025-06-13,2025,Noida,Sector 62,30.2,59.8,94,Monsoon,0,Vehicular emissions,122.08301369863014,22.8,45.1,1
2025-06-14,2025,Noida,Sector 62,82.4,160.5,138,Monsoon,0,Vehicular emissions,122.08301369863014,62.1,121.0,1
2025-06-15,2025,Noida,Sector 62,20.4,42.6,83,Monsoon,0,Vehicular emissions,122.08301369863014,15.4,32.2,1
2025-06-16,2025,Noida,Sector 62,49.9,94.7,53,Monsoon,0,Vehicular emissions,122.08301369863014,37.6,71.4,1
2025-06-17,2025,Noida,Sector 62,86.2,203.2,142,Monsoon,0,Dust + construction,122.08301369863014,65.0,153.2,1
2025-06-18,2025,Noida,Sector 62,77.1,143.3,172,Monsoon,0,Vehicular emissions,122.08301369863014,58.1,108.0,1
2025-06-19,2025,Noida,Sector 62,51.6,105.2,97,Monsoon,0,Vehicular emissions,122.08301369863014,38.9,79.3,1
2025-06-20,2025,Noida,Sector 62,73.0,158.9,140,Monsoon,0,Vehicular emissions,122.08301369863014,55.0,119.7,1
2025-06-21,2025,Noida,Sector 62,83.2,190.8,186,Monsoon,0,Dust + construction,122.08301369863014,62.7,143.8,1
2025-06-22,2025,Noida,Sector 62,47.5,98.4,70,Monsoon,0,Vehicular emissions,122.08301369863014,35.8,74.2,1
2025-06-23,2025,Noida,Sector 62,106.6,245.9,196,Monsoon,0,Dust + construction,122.08301369863014,80.3,185.2,1
2025-06-24,2025,Noida,Sector 62,148.0,271.4,262,Monsoon,0,Vehicular emissions,122.08301369863014,111.5,204.5,1
2025-06-25,2025,Noida,Sector 62,83.9,176.6,131,Monsoon,0,Vehicular emissions,122.08301369863014,63.2,133.0,1
2025-06-26,2025,Noida,Sector 62,87.3,204.7,120,Monsoon,0,Dust + construction,122.08301369863014,65.8,154.3,1
2025-06-27,2025,Noida,Sector 62,87.3,195.7,135,Monsoon,0,Dust + construction,122.08301369863014,65.8,147.5,1
2025-06-28,2025,Noida,Sector 62,101.5,213.1,123,Monsoon,0,Vehicular emissions,122.08301369863014,76.5,160.6,1
2025-06-29,2025,Noida,Sector 62,100.9,187.1,165,Monsoon,0,Vehicular emissions,122.08301369863014,76.0,140.9,1
2025-06-30,2025,Noida,Sector 62,66.2,124.0,102,Monsoon,0,Vehicular emissions,122.08301369863014,49.9,93.5,1
2025-07-01,2025,Noida,Sector 62,71.5,135.3,175,Monsoon,0,Vehicular emissions,122.08301369863014,53.9,102.0,1
2025-07-02,2025,Noida,Sector 62,65.9,139.3,124,Monsoon,0,Vehicular emissions,122.08301369863014,49.7,105.1,1
2025-07-03,2025,Noida,Sector 62,83.8,186.4,134,Monsoon,0,Dust + construction,122.08301369863014,63.2,140.6,1
2025-07-04,2025,Noida,Sector 62,81.5,189.6,115,Monsoon,0,Dust + construction,122.08301369863014,61.4,142.8,1
2025-07-05,2025,Noida,Sector 62,83.0,159.5,115,Monsoon,0,Vehicular emissions,122.08301369863014,62.5,120.1,1
2025-07-06,2025,Noida,Sector 62,74.6,137.7,145,Monsoon,0,Vehicular emissions,122.08301369863014,56.2,103.7,1
2025-07-07,2025,Noida,Sector 62,106.7,208.0,150,Monsoon,0,Vehicular emissions,122.08301369863014,80.4,156.7,1
2025-07-08,2025,Noida,Sector 62,20.0,48.0,75,Monsoon,0,Dust + construction,122.08301369863014,15.1,36.2,1
2025-07-09,2025,Noida,Sector 62,76.2,155.2,137,Monsoon,0,Vehicular emissions,122.08301369863014,57.4,116.9,1
2025-07-10,2025,Noida,Sector 62,56.5,124.9,83,Monsoon,0,Dust + construction,122.08301369863014,42.6,94.2,1
2025-07-11,2025,Noida,Sector 62,52.1,102.9,55,Monsoon,0,Vehicular emissions,122.08301369863014,39.3,77.6,1
2025-07-12,2025,Noida,Sector 62,49.7,89.6,76,Monsoon,0,Vehicular emissions,122.08301369863014,37.5,67.6,1
2025-07-13,2025,Noida,Sector 62,84.9,178.6,175,Monsoon,0,Vehicular emissions,122.08301369863014,64.0,134.6,1
2025-07-14,2025,Noida,Sector 62,37.0,79.6,54,Monsoon,0,Vehicular emissions,122.08301369863014,27.9,60.0,1
2025-07-15,2025,Noida,Sector 62,61.4,136.1,182,Monsoon,0,Dust + construction,122.08301369863014,46.3,102.6,1
2025-07-16,2025,Noida,Sector 62,69.3,163.2,108,Monsoon,0,Dust + construction,122.08301369863014,52.2,122.9,1
2025-07-17,2025,Noida,Sector 62,80.4,170.0,112,Monsoon,0,Vehicular emissions,122.08301369863014,60.6,128.1,1
2025-07-18,2025,Noida,Sector 62,28.6,53.4,54,Monsoon,0,Vehicular emissions,122.08301369863014,21.6,40.3,1
2025-07-19,2025,Noida,Sector 62,76.8,178.3,157,Monsoon,0,Dust + construction,122.08301369863014,57.9,134.4,1
2025-07-20,2025,Noida,Sector 62,44.8,87.7,54,Monsoon,0,Vehicular emissions,122.08301369863014,33.8,66.2,1
2025-07-21,2025,Noida,Sector 62,58.1,131.6,76,Monsoon,0,Dust + construction,122.08301369863014,43.8,99.2,1
2025-07-22,2025,Noida,Sector 62,76.7,149.7,124,Monsoon,0,Vehicular emissions,122.08301369863014,57.8,112.8,1
2025-07-23,2025,Noida,Sector 62,58.1,126.4,76,Monsoon,0,Vehicular emissions,122.08301369863014,43.8,95.3,1
2025-07-24,2025,Noida,Sector 62,42.3,83.1,95,Monsoon,0,Vehicular emissions,122.08301369863014,31.9,62.7,1
2025-07-25,2025,Noida,Sector 62,57.6,131.8,60,Monsoon,0,Dust + construction,122.08301369863014,43.4,99.3,1
2025-07-26,2025,Noida,Sector 62,23.5,49.9,81,Monsoon,0,Vehicular emissions,122.08301369863014,17.7,37.6,1
2025-07-27,2025,Noida,Sector 62,54.4,102.0,69,Monsoon,0,Vehicular emissions,122.08301369863014,41.0,76.9,1
2025-07-28,2025,Noida,Sector 62,150.5,300.1,286,Monsoon,0,Vehicular emissions,122.08301369863014,113.4,226.1,1
2025-07-29,2025,Noida,Sector 62,94.7,171.4,165,Monsoon,0,Vehicular emissions,122.08301369863014,71.4,129.2,1
2025-07-30,2025,Noida,Sector 62,72.6,155.5,102,Monsoon,0,Vehicular emissions,122.08301369863014,54.7,117.2,1
2025-07-31,2025,Noida,Sector 62,87.0,202.4,106,Monsoon,0,Dust + construction,122.08301369863014,65.6,152.6,1
2025-08-01,2025,Noida,Sector 62,69.3,149.7,153,Monsoon,0,Vehicular emissions,122.08301369863014,52.2,112.8,1
2025-08-02,2025,Noida,Sector 62,56.4,108.8,76,Monsoon,0,Vehicular emissions,122.08301369863014,42.5,82.0,1
2025-08-03,2025,Noida,Sector 62,98.5,187.0,113,Monsoon,0,Vehicular emissions,122.08301369863014,74.2,140.9,1
2025-08-04,2025,Noida,Sector 62,69.4,148.2,160,Monsoon,0,Vehicular emissions,122.08301369863014,52.3,111.7,1
2025-08-05,2025,Noida,Sector 62,86.2,162.2,168,Monsoon,0,Vehicular emissions,122.08301369863014,65.0,122.3,1
2025-08-06,2025,Noida,Sector 62,42.7,98.8,97,Monsoon,0,Dust + construction,122.08301369863014,32.2,74.5,1
2025-08-07,2025,Noida,Sector 62,67.3,145.3,196,Monsoon,0,Vehicular emissions,122.08301369863014,50.7,109.5,1
2025-08-08,2025,Noida,Sector 62,90.2,181.6,151,Monsoon,0,Vehicular emissions,122.08301369863014,68.0,136.9,1
2025-08-09,2025,Noida,Sector 62,64.1,132.1,107,Monsoon,0,Vehicular emissions,122.08301369863014,48.3,99.5,1
2025-08-10,2025,Noida,Sector 62,71.9,130.2,132,Monsoon,0,Vehicular emissions,122.08301369863014,54.2,98.1,1
2025-08-11,2025,Noida,Sector 62,83.3,159.1,171,Monsoon,0,Vehicular emissions,122.08301369863014,62.8,119.9,1
2025-08-12,2025,Noida,Sector 62,96.6,196.8,170,Monsoon,0,Vehicular emissions,122.08301369863014,72.8,148.3,1
2025-08-13,2025,Noida,Sector 62,57.2,115.4,57,Monsoon,0,Vehicular emissions,122.08301369863014,43.1,87.0,1
2025-08-14,2025,Noida,Sector 62,84.8,191.6,128,Monsoon,0,Dust + construction,122.08301369863014,63.9,144.4,1
2025-08-15,2025,Noida,Sector 62,64.2,129.4,185,Monsoon,0,Vehicular emissions,122.08301369863014,48.4,97.6,1
2025-08-16,2025,Noida,Sector 62,64.2,143.8,119,Monsoon,0,Dust + construction,122.08301369863014,48.4,108.4,1
2025-08-17,2025,Noida,Sector 62,68.0,126.6,167,Monsoon,0,Vehicular emissions,122.08301369863014,51.2,95.3,1
2025-08-18,2025,Noida,Sector 62,29.7,65.6,58,Monsoon,0,Dust + construction,122.08301369863014,22.4,49.5,1
2025-08-19,2025,Noida,Sector 62,83.5,182.1,162,Monsoon,0,Vehicular emissions,122.08301369863014,62.9,137.2,1
2025-08-20,2025,Noida,Sector 62,52.8,110.9,96,Monsoon,0,Vehicular emissions,122.08301369863014,39.8,83.6,1
2025-08-21,2025,Noida,Sector 62,55.5,130.3,78,Monsoon,0,Dust + construction,122.08301369863014,41.8,98.1,1
2025-08-22,2025,Noida,Sector 62,85.8,174.7,103,Monsoon,0,Vehicular emissions,122.08301369863014,64.7,131.7,1
2025-08-23,2025,Noida,Sector 62,70.1,152.4,114,Monsoon,0,Vehicular emissions,122.08301369863014,52.8,114.8,1
2025-08-24,2025,Noida,Sector 62,58.9,114.1,80,Monsoon,0,Vehicular emissions,122.08301369863014,44.4,86.0,1
2025-08-25,2025,Noida,Sector 62,81.5,188.5,175,Monsoon,0,Dust + construction,122.08301369863014,61.4,142.0,1
2025-08-26,2025,Noida,Sector 62,54.7,103.6,57,Monsoon,0,Vehicular emissions,122.08301369863014,41.2,78.0,1
2025-08-27,2025,Noida,Sector 62,88.8,170.0,164,Monsoon,0,Vehicular emissions,122.08301369863014,66.9,128.1,1
2025-08-28,2025,Noida,Sector 62,101.6,231.2,199,Monsoon,0,Dust + construction,122.08301369863014,76.6,174.3,1
2025-08-29,2025,Noida,Sector 62,52.9,99.4,68,Monsoon,0,Vehicular emissions,122.08301369863014,39.9,75.0,1
2025-08-30,2025,Noida,Sector 62,25.7,61.2,51,Monsoon,0,Dust + construction,122.08301369863014,19.4,46.2,1
2025-08-31,2025,Noida,Sector 62,80.3,177.6,196,Monsoon,0,Dust + construction,122.08301369863014,60.5,133.8,1
2025-09-01,2025,Noida,Sector 62,114.8,226.4,130,Pre-monsoon,0,Vehicular emissions,122.08301369863014,86.5,170.6,1
2025-09-02,2025,Noida,Sector 62,97.7,199.8,170,Pre-monsoon,0,Vehicular emissions,122.08301369863014,73.6,150.5,1
2025-09-03,2025,Noida,Sector 62,83.6,178.9,147,Pre-monsoon,0,Vehicular emissions,122.08301369863014,63.0,134.8,1
2025-09-04,2025,Noida,Sector 62,125.4,256.6,287,Pre-monsoon,0,Vehicular emissions,122.08301369863014,94.5,193.4,1
2025-09-05,2025,Noida,Sector 62,97.7,184.1,113,Pre-monsoon,0,Vehicular emissions,122.08301369863014,73.6,138.7,1
2025-09-06,2025,Noida,Sector 62,132.4,306.4,212,Pre-monsoon,0,Dust + construction,122.08301369863014,99.8,231.0,1
2025-09-07,2025,Noida,Sector 62,96.1,201.4,119,Pre-monsoon,0,Vehicular emissions,122.08301369863014,72.4,151.7,1
2025-09-08,2025,Noida,Sector 62,102.2,238.9,121,Pre-monsoon,0,Dust + construction,122.08301369863014,77.0,180.0,1
2025-09-09,2025,Noida,Sector 62,94.9,226.5,142,Pre-monsoon,0,Dust + construction,122.08301369863014,71.5,170.7,1
2025-09-10,2025,Noida,Sector 62,125.8,298.7,256,Pre-monsoon,0,Dust + construction,122.08301369863014,94.8,225.1,1
2025-09-11,2025,Noida,Sector 62,132.0,247.1,257,Pre-monsoon,0,Vehicular emissions,122.08301369863014,99.5,186.3,1
2025-09-12,2025,Noida,Sector 62,98.0,180.4,153,Pre-monsoon,0,Vehicular emissions,122.08301369863014,73.9,136.0,1
2025-09-13,2025,Noida,Sector 62,103.0,187.1,119,Pre-monsoon,0,Vehicular emissions,122.08301369863014,77.6,141.0,1
2025-09-14,2025,Noida,Sector 62,103.3,243.3,151,Pre-monsoon,0,Dust + construction,122.08301369863014,77.8,183.2,1
2025-09-15,2025,Noida,Sector 62,101.7,198.2,120,Pre-monsoon,0,Vehicular emissions,122.08301369863014,76.6,149.3,1
2025-09-16,2025,Noida,Sector 62,98.8,214.9,130,Pre-monsoon,0,Vehicular emissions,122.08301369863014,74.5,162.0,1
2025-09-17,2025,Noida,Sector 62,101.0,187.1,198,Pre-monsoon,0,Vehicular emissions,122.08301369863014,76.1,141.0,1
2025-09-18,2025,Noida,Sector 62,123.4,275.3,230,Pre-monsoon,0,Dust + construction,122.08301369863014,93.0,207.5,1
2025-09-19,2025,Noida,Sector 62,117.3,222.3,102,Pre-monsoon,0,Vehicular emissions,122.08301369863014,88.4,167.5,1
2025-09-20,2025,Noida,Sector 62,121.0,238.8,256,Pre-monsoon,0,Vehicular emissions,122.08301369863014,91.2,180.0,1
2025-09-21,2025,Noida,Sector 62,100.7,194.9,137,Pre-monsoon,0,Vehicular emissions,122.08301369863014,75.9,146.9,1
2025-09-22,2025,Noida,Sector 62,107.3,256.2,143,Pre-monsoon,0,Dust + construction,122.08301369863014,80.9,193.2,1
2025-09-23,2025,Noida,Sector 62,68.1,133.9,171,Pre-monsoon,0,Vehicular emissions,122.08301369863014,51.3,100.9,1
2025-09-24,2025,Noida,Sector 62,129.8,235.2,288,Pre-monsoon,0,Vehicular emissions,122.08301369863014,97.8,177.2,1
2025-09-25,2025,Noida,Sector 62,125.4,249.0,244,Pre-monsoon,0,Vehicular emissions,122.08301369863014,94.5,187.6,1
2025-09-26,2025,Noida,Sector 62,78.3,184.8,118,Pre-monsoon,0,Dust + construction,122.08301369863014,59.0,139.2,1
2025-09-27,2025,Noida,Sector 62,128.9,294.5,217,Pre-monsoon,0,Dust + construction,122.08301369863014,97.1,221.8,1
2025-09-28,2025,Noida,Sector 62,141.4,284.7,206,Pre-monsoon,0,Vehicular emissions,122.08301369863014,106.6,214.6,1
2025-09-29,2025,Noida,Sector 62,123.8,252.0,262,Pre-monsoon,0,Vehicular emissions,122.08301369863014,93.3,189.9,1
2025-09-30,2025,Noida,Sector 62,84.8,174.6,152,Pre-monsoon,0,Vehicular emissions,122.08301369863014,63.9,131.6,1
2025-10-01,2025,Noida,Sector 62,172.0,377.7,288,Post-monsoon,0,Vehicular emissions,122.08301369863014,129.6,284.6,1
2025-10-02,2025,Noida,Sector 62,133.6,274.4,247,Post-monsoon,0,Vehicular emissions,122.08301369863014,100.7,206.8,1
2025-10-03,2025,Noida,Sector 62,134.7,271.4,290,Post-monsoon,0,Vehicular emissions,122.08301369863014,101.5,204.5,1
2025-10-04,2025,Noida,Sector 62,171.7,324.1,232,Post-monsoon,0,Vehicular emissions,122.08301369863014,129.4,244.3,1
2025-10-05,2025,Noida,Sector 62,139.6,321.8,294,Post-monsoon,0,Dust + construction,122.08301369863014,105.2,242.5,1
2025-10-06,2025,Noida,Sector 62,173.1,383.5,253,Post-monsoon,0,Dust + construction,122.08301369863014,130.4,288.9,1
2025-10-07,2025,Noida,Sector 62,143.0,331.2,204,Post-monsoon,0,Dust + construction,122.08301369863014,107.8,249.7,1
2025-10-08,2025,Noida,Sector 62,160.4,310.3,234,Post-monsoon,0,Vehicular emissions,122.08301369863014,120.9,233.9,1
2025-10-09,2025,Noida,Sector 62,143.7,260.2,257,Post-monsoon,0,Vehicular emissions,122.08301369863014,108.3,196.1,1
2025-10-10,2025,Noida,Sector 62,166.5,371.2,254,Post-monsoon,0,Dust + construction,122.08301369863014,125.5,279.8,1
2025-10-11,2025,Noida,Sector 62,199.4,426.9,253,Post-monsoon,0,Vehicular emissions,122.08301369863014,150.3,321.8,1
2025-10-12,2025,Noida,Sector 62,113.3,265.5,148,Post-monsoon,0,Dust + construction,122.08301369863014,85.4,200.1,1
2025-10-13,2025,Noida,Sector 62,128.6,266.8,292,Post-monsoon,0,Vehicular emissions,122.08301369863014,96.9,201.0,1
2025-10-14,2025,Noida,Sector 62,166.5,364.6,224,Post-monsoon,0,Vehicular emissions,122.08301369863014,125.5,274.8,1
2025-10-15,2025,Noida,Sector 62,136.4,307.4,296,Post-monsoon,0,Dust + construction,122.08301369863014,102.8,231.7,1
2025-10-16,2025,Noida,Sector 62,216.3,476.6,212,Post-monsoon,0,Dust + construction,122.08301369863014,163.0,359.2,1
2025-10-17,2025,Noida,Sector 62,196.4,437.8,206,Post-monsoon,0,Dust + construction,122.08301369863014,148.0,329.9,1
2025-10-18,2025,Noida,Sector 62,151.8,298.4,298,Post-monsoon,0,Vehicular emissions,122.08301369863014,114.4,224.9,1
2025-10-19,2025,Noida,Sector 62,173.1,382.8,204,Post-monsoon,0,Dust + construction,122.08301369863014,130.4,288.4,1
2025-10-20,2025,Noida,Sector 62,177.4,326.3,220,Post-monsoon,0,Vehicular emissions,122.08301369863014,133.7,245.9,1
2025-10-21,2025,Noida,Sector 62,154.2,347.8,273,Post-monsoon,0,Dust + construction,122.08301369863014,116.2,262.1,1
2025-10-22,2025,Noida,Sector 62,204.1,397.4,289,Post-monsoon,0,Vehicular emissions,122.08301369863014,153.8,299.5,1
2025-10-23,2025,Noida,Sector 62,128.4,258.1,231,Post-monsoon,0,Vehicular emissions,122.08301369863014,96.8,194.6,1
2025-10-24,2025,Noida,Sector 62,146.6,297.1,220,Post-monsoon,0,Vehicular emissions,122.08301369863014,110.5,223.9,1
2025-10-25,2025,Noida,Sector 62,152.0,362.0,293,Post-monsoon,0,Dust + construction,122.08301369863014,114.5,272.7,1
2025-10-26,2025,Noida,Sector 62,138.8,266.8,299,Post-monsoon,0,Vehicular emissions,122.08301369863014,104.6,201.1,1
2025-10-27,2025,Noida,Sector 62,174.8,400.5,266,Post-monsoon,0,Dust + construction,122.08301369863014,131.7,301.7,1
2025-10-28,2025,Noida,Sector 62,196.0,360.5,221,Post-monsoon,0,Vehicular emissions,122.08301369863014,147.7,271.7,1
2025-10-29,2025,Noida,Sector 62,102.6,240.7,193,Post-monsoon,0,Dust + construction,122.08301369863014,77.3,181.3,1
2025-10-30,2025,Noida,Sector 62,152.8,359.1,237,Post-monsoon,0,Dust + construction,122.08301369863014,115.1,270.5,1
2025-10-31,2025,Noida,Sector 62,203.0,464.6,209,Post-monsoon,0,Dust + construction,122.08301369863014,153.0,350.2,1
2025-11-01,2025,Noida,Sector 62,183.6,418.7,253,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,138.4,315.6,1
2025-11-02,2025,Noida,Sector 62,174.8,348.4,209,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,131.7,262.5,1
2025-11-03,2025,Noida,Sector 62,181.0,413.7,224,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,136.4,311.8,1
2025-11-04,2025,Noida,Sector 62,219.4,403.0,244,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,165.3,303.6,1
2025-11-05,2025,Noida,Sector 62,179.1,349.8,234,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,135.0,263.7,1
2025-11-06,2025,Noida,Sector 62,146.3,327.5,259,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,110.2,246.7,1
2025-11-07,2025,Noida,Sector 62,181.3,396.2,278,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,136.6,298.5,1
2025-11-08,2025,Noida,Sector 62,188.8,425.7,260,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,142.3,320.9,1
2025-11-09,2025,Noida,Sector 62,191.0,391.8,235,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,143.9,295.2,1
2025-11-10,2025,Noida,Sector 62,216.0,486.7,215,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,162.8,366.8,1
2025-11-11,2025,Noida,Sector 62,185.8,374.7,296,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,140.0,282.3,1
2025-11-12,2025,Noida,Sector 62,449.1,928.8,316,Winter,1,Fireworks,122.08301369863014,338.4,699.9,1
2025-11-13,2025,Noida,Sector 62,213.2,406.1,248,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,160.7,306.1,1
2025-11-14,2025,Noida,Sector 62,205.0,439.5,279,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,154.5,331.2,1
2025-11-15,2025,Noida,Sector 62,137.1,314.2,263,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,103.3,236.7,1
2025-11-16,2025,Noida,Sector 62,165.7,330.6,278,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,124.9,249.2,1
2025-11-17,2025,Noida,Sector 62,181.4,351.4,226,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,136.7,264.8,1
2025-11-18,2025,Noida,Sector 62,247.4,533.5,211,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,186.4,402.0,1
2025-11-19,2025,Noida,Sector 62,232.4,551.9,289,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,175.1,415.8,1
2025-11-20,2025,Noida,Sector 62,192.2,419.4,225,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,144.8,316.0,1
2025-11-21,2025,Noida,Sector 62,165.8,373.5,211,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,124.9,281.4,1
2025-11-22,2025,Noida,Sector 62,223.8,531.3,287,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,168.7,400.5,1
2025-11-23,2025,Noida,Sector 62,196.6,444.4,209,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,148.2,335.0,1
2025-11-24,2025,Noida,Sector 62,218.0,498.8,208,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,164.3,375.9,1
2025-11-25,2025,Noida,Sector 62,124.4,254.8,205,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,93.7,191.9,1
2025-11-26,2025,Noida,Sector 62,177.3,342.9,204,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,133.6,258.4,1
2025-11-27,2025,Noida,Sector 62,109.7,210.8,176,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,82.7,158.9,1
2025-11-28,2025,Noida,Sector 62,180.6,408.6,272,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,136.1,307.9,1
2025-11-29,2025,Noida,Sector 62,220.2,459.7,221,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,165.9,346.3,1
2025-11-30,2025,Noida,Sector 62,181.2,380.8,206,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,136.5,286.9,1
2025-12-01,2025,Noida,Sector 62,130.4,277.5,212,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,98.3,209.2,1
2025-12-02,2025,Noida,Sector 62,227.0,517.0,257,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,171.1,389.7,1
2025-12-03,2025,Noida,Sector 62,189.8,410.2,293,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,143.0,309.1,1
2025-12-04,2025,Noida,Sector 62,212.0,397.9,279,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,159.8,299.9,1
2025-12-05,2025,Noida,Sector 62,191.0,392.9,296,Winter,0,Stubble burning + inversion + traffic,122.08301369863014,143.9,296.0,1
